Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States,40, White
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female, United-States,43, White
31, Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,33, White
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,39, White
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,36, White
19, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male, United-States,33, White
40, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,86, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States,35, White
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, Italy,59, White
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,67, White
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Cambodia,26, White
18, Private, 9th, Never-married, Sales, Own-child, White, Female, United-States,47, White
32, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, Mexico,50, White
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,39, White
18, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States,41, White
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,42, White
53, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States,62, White
49, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female, United-States,48, White
40, Private, Bachelors, Married-spouse-absent, Transport-moving, Own-child, Other, Male, ?,22, Black
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male, United-States,23, Black
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,27, White
35, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States,23, White
47, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,29, Asian-Pac-Islander
43, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,46, White
51, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,43, White
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,88, White
76, Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,24, Asian-Pac-Islander
33, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Male, Mexico,36, White
19, Private, 12th, Never-married, Transport-moving, Own-child, White, Male, United-States,26, Black
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,27, White
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,46, White
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,29, White
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,69, White
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States,42, White
48, Private, HS-grad, Never-married, Sales, Own-child, White, Male, United-States,42, White
36, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,33, Black
33, Private, 12th, Separated, Adm-clerical, Unmarried, White, Female, United-States,34, Black
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Philippines,71, White
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,67, White
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States,31, White
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,24, White
31, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, Italy,28, White
53, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,49, White
36, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,23, White
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,86, White
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, Germany,92, Black
39, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States,45, White
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male, United-States,43, White
17, Local-gov, 10th, Never-married, Protective-serv, Own-child, White, Female, United-States,38, White
53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,62, White
21, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States,48, White
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, Philippines,66, White
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,49, White
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,34, White
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,95, White
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,49, White
47, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,33, White
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,63, White
26, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female, Jamaica,38, White
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,80, White
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,34, Black
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male, United-States,53, White
17, Local-gov, 11th, Never-married, Prof-specialty, Own-child, Black, Male, United-States,33, White
46, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,54, White
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,86, Asian-Pac-Islander
45, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, France,38, White
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,26, White
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,46, White
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States,48, White
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,36, White
18, Self-emp-inc, 11th, Never-married, Sales, Own-child, White, Male, United-States,26, White
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,88, White
66, ?, Assoc-voc, Widowed, ?, Not-in-family, White, Female, United-States,43, White
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,68, White
49, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,62, White
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,43, White
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female, United-States,77, White
34, State-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female, United-States,27, White
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States,50, Black
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,89, Black
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,28, White
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male, United-States,25, Black
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,44, White
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, ?,34, White
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,23, White
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,31, White
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,44, White
39, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Black, Male, United-States,28, White
33, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female, United-States,37, White
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, White, Female, United-States,80, White
65, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,58, White
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,35, White
26, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female, United-States,34, White
31, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male, United-States,26, White
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,40, White
71, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,42, White
25, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,41, White
25, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,36, White
19, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States,25, White
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,27, White
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,22, Black
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,38, White
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,68, White
31, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,54, White
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,24, White
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,48, White
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,33, White
65, Private, 11th, Divorced, Machine-op-inspct, Other-relative, White, Male, United-States,48, White
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, England,94, White
53, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,33, White
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,36, White
41, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States,45, White
40, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, ?,34, White
35, Private, 11th, Married-civ-spouse, Sales, Wife, White, Female, United-States,47, White
41, Self-emp-inc, 9th, Married-civ-spouse, Sales, Wife, White, Female, Dominican-Republic,48, Black
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, Canada,34, White
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,36, White
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,44, White
28, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, Black, Female, United-States,22, White
27, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female, United-States,46, White
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States,30, White
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,61, White
53, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female, United-States,30, White
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, Germany,100, Black
50, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male, Trinadad&Tobago,31, White
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,34, White
47, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Male, United-States,45, Black
27, ?, HS-grad, Never-married, ?, Not-in-family, White, Male, United-States,48, White
55, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,23, Amer-Indian-Eskimo
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female, ?,44, White
35, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male, United-States,29, White
31, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female, ?,24, White
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,57, White
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,46, White
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,80, White
19, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States,35, White
25, ?, HS-grad, Married-spouse-absent, ?, Not-in-family, White, Male, United-States,24, White
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,33, White
21, Private, Some-college, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, South,37, White
30, ?, 7th-8th, Widowed, ?, Not-in-family, White, Female, United-States,29, White
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States,26, White
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,60, White
26, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female, United-States,34, White
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,28, White
39, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Male, United-States,25, White
48, Private, Bachelors, Divorced, Priv-house-serv, Not-in-family, White, Female, Germany,48, White
24, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female, United-States,37, White
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,80, White
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,37, White
36, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,47, White
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States,42, White
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States,34, White
33, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,58, Black
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,92, White
31, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,44, White
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,46, White
33, Private, 9th, Divorced, Craft-repair, Unmarried, White, Male, United-States,27, White
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,29, White
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, Puerto-Rico,53, White
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,38, White
32, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,34, White
46, ?, HS-grad, Divorced, ?, Not-in-family, Black, Female, United-States,20, White
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,52, White
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States,35, White
35, State-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Female, United-States,35, Black
35, Private, HS-grad, Separated, Prof-specialty, Other-relative, Black, Female, United-States,44, White
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,43, White
21, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male, United-States,27, Black
43, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, Philippines,71, White
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,20, White
61, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,61, White
42, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,23, White
33, Private, 12th, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,22, White
35, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female, United-States,32, White
32, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,37, White
22, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States,48, White
61, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,26, White
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States,23, Asian-Pac-Islander
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States,34, White
58, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,30, White
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,28, White
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,97, White
26, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States,37, White
25, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Black, Female, United-States,43, Asian-Pac-Islander
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,35, White
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,32, White
57, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,86, White
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,100, White
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,83, White
18, ?, 12th, Never-married, ?, Other-relative, Black, Male, United-States,22, White
18, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,27, White
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,53, White
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,27, White
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States,22, White
28, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female, England,57, White
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,28, White
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male, United-States,33, White
60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States,24, White
17, Local-gov, 12th, Never-married, Adm-clerical, Own-child, White, Female, United-States,31, White
37, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,49, White
29, State-gov, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Male, United-States,42, White
34, Private, HS-grad, Separated, Transport-moving, Not-in-family, Black, Male, United-States,37, Black
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, ?,60, White
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,34, White
47, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male, United-States,38, White
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,21, White
61, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,41, White
57, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico,43, Black
33, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,88, White
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,86, White
40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,31, White
40, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,88, White
40, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male, United-States,37, Black
35, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,45, White
32, Private, 11th, Never-married, Transport-moving, Own-child, White, Male, United-States,31, Black
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,48, White
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,30, White
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, Philippines,22, White
26, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,42, White
35, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,28, White
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, India,29, White
43, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,26, White
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,43, Amer-Indian-Eskimo
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,57, Black
48, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States,34, White
31, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male, Mexico,27, White
20, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States,31, White
28, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male, United-States,48, White
50, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,31, White
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male, United-States,35, White
19, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States,44, White
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,52, White
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States,23, Black
24, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States,27, White
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,30, White
45, State-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female, United-States,37, White
88, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,38, White
19, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, South,44, Black
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,26, White
84, ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male, United-States,44, White
48, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Black, Male, United-States,42, White
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Vietnam,29, White
31, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,38, White
58, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, United-States,21, Black
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,36, White
36, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male, United-States,48, White
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,99, White
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,68, White
57, Private, 9th, Widowed, Other-service, Unmarried, Black, Male, ?,48, White
30, Private, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, United-States,34, White
30, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,38, White
19, ?, 12th, Married-civ-spouse, ?, Other-relative, White, Female, United-States,85, White
30, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States,31, White
23, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States,87, White
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,57, White
52, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,31, White
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,34, White
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,41, Black
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States,21, White
60, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States,49, White
69, State-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,98, Black
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male, United-States,42, White
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male, United-States,28, White
60, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, Mexico,46, White
64, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female, United-States,49, White
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,70, White
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,57, White
51, Private, 10th, Divorced, Craft-repair, Not-in-family, Black, Female, United-States,39, White
25, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female, United-States,29, White
17, ?, 10th, Never-married, ?, Own-child, White, Female, United-States,37, White
37, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female, United-States,36, Black
74, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female, United-States,44, Black
26, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States,99, White
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male, United-States,44, Black
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,97, White
20, Private, 11th, Never-married, Transport-moving, Own-child, White, Male, United-States,35, White
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,29, Amer-Indian-Eskimo
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,35, Black
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,54, White
40, Private, HS-grad, Widowed, Machine-op-inspct, Own-child, White, Female, United-States,40, White
50, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,21, Black
25, Private, Preschool, Never-married, Farming-fishing, Not-in-family, White, Male, Mexico,44, White
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,26, White
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,21, Black
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,61, Black
38, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,43, White
54, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,32, Black
40, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States,31, White
37, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States,59, Black
46, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,58, White
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male, United-States,43, White
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, United-States,20, White
71, ?, Assoc-acdm, Married-civ-spouse, ?, Husband, White, Male, United-States,22, White
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico,20, White
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,90, White
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, Cuba,32, White
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,39, White
30, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Taiwan,35, Black
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female, United-States,27, Black
18, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female, United-States,22, White
35, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,46, White
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male, United-States,44, White
46, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States,38, White
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,48, White
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States,47, White
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,70, Black
42, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,32, White
